Run,AGE,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sorting_markers,source_name,SRA Study,strain,tissue
SRR6467057,6 weeks old,RNA-Seq,50,708946900,PRJNA429735,SAMN08358368,306907727,gd T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3557006,GSM2932641,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:58:00Z,1,GSM2932641,TCRd+CD3+CD24-CD4-CD8-,Spleen,SRP128986,C57BL/6J,Spleen
SRR6467058,6 weeks old,RNA-Seq,50,405133200,PRJNA429735,SAMN08358367,170130261,gd T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3557007,GSM2932642,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T09:00:00Z,1,GSM2932642,TCRd+CD3+CD24-CD4-CD8-,Spleen,SRP128986,C57BL/6J,Spleen
SRR6467059,6 weeks old,RNA-Seq,50,476488100,PRJNA429735,SAMN08358366,211720458,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3557008,GSM2932643,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:49:00Z,1,GSM2932643,CD4+CD8-TCRbhiCD62LhiCD44loCD25hiDump-,Spleen,SRP128986,C57BL/6J,Spleen
SRR6467060,6 weeks old,RNA-Seq,50,563544650,PRJNA429735,SAMN08358365,235964406,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3557009,GSM2932644,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T09:00:00Z,1,GSM2932644,CD4+CD8-TCRbhiCD62LhiCD44loCD25hiDump-,Spleen,SRP128986,C57BL/6J,Spleen
SRR6467061,6 weeks old,RNA-Seq,50,703119500,PRJNA429735,SAMN08358364,306964428,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3557010,GSM2932645,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:51:00Z,1,GSM2932645,Foxp3+CD4+TCRb+NrploDump,Colon,SRP128986,C57BL/6J,Colon
SRR6467062,6 weeks old,RNA-Seq,50,216134150,PRJNA429735,SAMN08358363,93626884,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3557011,GSM2932646,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:57:00Z,1,GSM2932646,Foxp3+CD4+TCRb+NrploDump,Colon,SRP128986,C57BL/6J,Colon
SRR10691503,6 weeks old,RNA-Seq,76,993850404,PRJNA429735,SAMN13559437,376358139,ab T Cell,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX7368238,GSM4217693,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-04-17T00:00:00Z,2019-12-13T21:03:00Z,1,GSM4217693,PI-CD19-CD11b-CD45+TCRb+aGalCer-CD1dTetramer,Lung,SRP128986,C57BL/6J,Lung
SRR10691504,6 weeks old,RNA-Seq,76,1106867420,PRJNA429735,SAMN13559436,415752457,ab T Cell,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX7368239,GSM4217694,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-04-17T00:00:00Z,2019-12-13T21:04:00Z,1,GSM4217694,PI-CD19-CD11b-CD45+TCRb+aGalCer-CD1dTetramer,Lung,SRP128986,C57BL/6J,Lung
SRR10691505,6 weeks old,RNA-Seq,76,1219508844,PRJNA429735,SAMN13559435,461125215,ab T Cell,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX7368240,GSM4217695,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-04-17T00:00:00Z,2019-12-13T21:07:00Z,1,GSM4217695,PI-CD19-CD11b-CD45+TCRb+aGalCer-CD1dTetramer,Spleen,SRP128986,C57BL/6J,Spleen
SRR10691506,6 weeks old,RNA-Seq,76,945046624,PRJNA429735,SAMN13559434,355953190,ab T Cell,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX7368241,GSM4217696,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-04-17T00:00:00Z,2019-12-13T21:07:00Z,1,GSM4217696,PI-CD19-CD11b-CD45+TCRb+aGalCer-CD1dTetramer,Spleen,SRP128986,C57BL/6J,Spleen
SRR10691507,6 weeks old,RNA-Seq,76,801722480,PRJNA429735,SAMN13559433,304393588,ab T Cell,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX7368242,GSM4217697,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-04-17T00:00:00Z,2019-12-13T21:05:00Z,1,GSM4217697,PI-CD19-CD11b-CD45+TCRb+aGalCer-CD1dTetramer,Spleen,SRP128986,C57BL/6J,Spleen
SRR10691508,6 weeks old,RNA-Seq,76,859516832,PRJNA429735,SAMN13559432,325942833,ab T Cell,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX7368243,GSM4217698,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-04-17T00:00:00Z,2019-12-13T21:09:00Z,1,GSM4217698,PI-CD45+CD8-CD19-TCRb+aGalCer-CD1dTetramer,Thymus,SRP128986,C57BL/6J,Thymus
SRR10691509,6 weeks old,RNA-Seq,76,881167180,PRJNA429735,SAMN13559431,332528107,ab T Cell,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX7368244,GSM4217699,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-04-17T00:00:00Z,2019-12-13T21:08:00Z,1,GSM4217699,PI-CD45+CD8-CD19-TCRb+aGalCer-CD1dTetramer,Thymus,SRP128986,C57BL/6J,Thymus
SRR10691510,6 weeks old,RNA-Seq,76,1174031204,PRJNA429735,SAMN13559430,441194756,ab T Cell,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX7368245,GSM4217700,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-04-17T00:00:00Z,2019-12-13T21:12:00Z,1,GSM4217700,PI-CD45+CD8-CD19-TCRb+aGalCer-CD1dTetramer,Thymus,SRP128986,C57BL/6J,Thymus
SRR10691511,6 weeks old,RNA-Seq,76,879600440,PRJNA429735,SAMN13559429,334896482,ab T Cell,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX7368246,GSM4217701,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-04-17T00:00:00Z,2019-12-13T21:11:00Z,1,GSM4217701,PI-CD19-CD11b-CD45+TCRb+aGalCer-CD1dTetramer,Liver,SRP128986,C57BL/6J,Liver
SRR10691512,6 weeks old,RNA-Seq,76,1111288416,PRJNA429735,SAMN13559441,421114152,ab T Cell,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX7368247,GSM4217702,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-04-17T00:00:00Z,2019-12-13T21:11:00Z,1,GSM4217702,PI-CD19-CD11b-CD45+TCRb+aGalCer-CD1dTetramer,Liver,SRP128986,C57BL/6J,Liver
SRR10691513,6 weeks old,RNA-Seq,76,1173130528,PRJNA429735,SAMN13559440,444381526,ab T Cell,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX7368248,GSM4217703,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-04-17T00:00:00Z,2019-12-13T21:12:00Z,1,GSM4217703,PI-CD19-CD11b-CD45+TCRb+aGalCer-CD1dTetramer,Liver,SRP128986,C57BL/6J,Liver
SRR10691514,6 weeks old,RNA-Seq,76,852257692,PRJNA429735,SAMN13559439,325963835,ab T Cell,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX7368249,GSM4217704,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-04-17T00:00:00Z,2019-12-13T21:13:00Z,1,GSM4217704,PI-CD19-CD8-TCRb+CD4+,Spleen,SRP128986,C57BL/6J,Spleen
SRR10691515,6 weeks old,RNA-Seq,76,759123948,PRJNA429735,SAMN13559438,289534957,ab T Cell,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7368250,GSM4217705,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-04-17T00:00:00Z,2019-12-13T21:11:00Z,1,GSM4217705,PI-CD19-CD8-TCRb+CD4+,Spleen,SRP128986,C57BL/6J,Spleen
SRR10060948,6 weeks old,RNA-Seq,50,246790550,PRJNA429735,SAMN12684836,101129869,Macrophages,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX6794842,GSM4057887,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T21:06:00Z,1,GSM4057887,CD115+CD11b+F4/80loCD102loMHCII+CD226+,Peritoneal Cavity,SRP128986,C57BL/6J,Peritoneal Cavity
SRR10060949,6 weeks old,RNA-Seq,50,286645450,PRJNA429735,SAMN12684835,117116929,Macrophages,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6794843,GSM4057888,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T21:05:00Z,1,GSM4057888,CD115+CD11b+F4/80loCD102loMHCII+CD226+,Peritoneal Cavity,SRP128986,C57BL/6J,Peritoneal Cavity
SRR10060950,6 weeks old,RNA-Seq,50,169059200,PRJNA429735,SAMN12684834,71750059,Macrophages,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX6794844,GSM4057889,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T21:08:00Z,1,GSM4057889,CD19-CD3-Ly6G-CD45loCD11b+ CD64+ F4/80loCD206-,Brain,SRP128986,C57BL/6J,Brain
SRR10060951,6 weeks old,RNA-Seq,50,243104800,PRJNA429735,SAMN12684833,100545585,Macrophages,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX6794845,GSM4057890,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T21:05:00Z,1,GSM4057890,CD19-CD3-Ly6G-CD45loCD11b+ CD64+ F4/80loCD206-,Brain,SRP128986,C57BL/6J,Brain
SRR10060952,6 weeks old,RNA-Seq,50,335930100,PRJNA429735,SAMN12684832,137131060,Macrophages,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX6794846,GSM4057891,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T21:06:00Z,1,GSM4057891,Mertk+ CD64+ CD11blo F4/80+,Spleen,SRP128986,C57BL/6J,Spleen
SRR10060953,6 weeks old,RNA-Seq,50,307340950,PRJNA429735,SAMN12684831,125812820,Macrophages,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX6794847,GSM4057892,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T21:07:00Z,1,GSM4057892,Mertk+ CD64+ CD11blo F4/80+,Spleen,SRP128986,C57BL/6J,Spleen
SRR10060954,6 weeks old,RNA-Seq,50,226823600,PRJNA429735,SAMN12684869,92285594,Macrophages,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX6794848,GSM4057893,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T19:18:00Z,1,GSM4057893,CD19-Ly6G- CD45+CD11b+F4/80+MerTK+CD64+,Adipose Tissue,SRP128986,C57BL/6J,Adipose Tissue
SRR10060955,6 weeks old,RNA-Seq,50,270115100,PRJNA429735,SAMN12684868,108447799,Macrophages,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX6794849,GSM4057894,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T19:18:00Z,1,GSM4057894,CD19-Ly6G- CD45+CD11b+F4/80+MerTK+CD64+,Adipose Tissue,SRP128986,C57BL/6J,Adipose Tissue
SRR10060956,6 weeks old,RNA-Seq,50,367588400,PRJNA429735,SAMN12684867,149614994,Macrophages,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX6794850,GSM4057895,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T21:08:00Z,1,GSM4057895,CD115+CD11b+F4/80+CD102+MHCIIloCD226+,Peritoneal Cavity,SRP128986,C57BL/6J,Peritoneal Cavity
SRR10060957,6 weeks old,RNA-Seq,50,260204700,PRJNA429735,SAMN12684866,108118794,Macrophages,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX6794851,GSM4057896,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T21:13:00Z,1,GSM4057896,CD115+CD11b+F4/80+CD102+MHCIIloCD226+,Peritoneal Cavity,SRP128986,C57BL/6J,Peritoneal Cavity
SRR10060958,6 weeks old,RNA-Seq,50,190499400,PRJNA429735,SAMN12684865,79478146,Monocytes,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX6794852,GSM4057897,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T21:06:00Z,1,GSM4057897,B220-CD3-Ly6G-CD45+CD115+CD11b+Ly6C-,Blood,SRP128986,C57BL/6J,Blood
SRR10060959,6 weeks old,RNA-Seq,50,336573200,PRJNA429735,SAMN12684864,137425306,Monocytes,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX6794853,GSM4057898,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T21:10:00Z,1,GSM4057898,B220-CD3-Ly6G-CD45+CD115+CD11b+Ly6C-,Blood,SRP128986,C57BL/6J,Blood
SRR10060960,6 weeks old,RNA-Seq,50,358346000,PRJNA429735,SAMN12684863,145863683,Monocytes,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX6794854,GSM4057899,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T21:09:00Z,1,GSM4057899,B220-CD3-Ly6G-CD45+CD115+CD11b+Ly6C+,Blood,SRP128986,C57BL/6J,Blood
SRR10060961,6 weeks old,RNA-Seq,50,322982300,PRJNA429735,SAMN12684861,131034426,Monocytes,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX6794855,GSM4057900,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T21:10:00Z,1,GSM4057900,B220-CD3-Ly6G-CD45+CD115+CD11b+Ly6C+,Blood,SRP128986,C57BL/6J,Blood
SRR10060962,6 weeks old,RNA-Seq,76,896699984,PRJNA429735,SAMN12684860,343271068,Eosinophil,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX6794856,GSM4057901,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T19:22:00Z,1,GSM4057901,CD11b+ SiglecF+ FSC low SSC high CD11c-CD4-CD8-CD19-,Peritoneal Cavity,SRP128986,C57BL/6J,Peritoneal Cavity
SRR10060963,6 weeks old,RNA-Seq,76,901229508,PRJNA429735,SAMN12684859,345842584,Eosinophil,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX6794857,GSM4057902,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T19:21:00Z,1,GSM4057902,CD11b+ SiglecF+ FSC low SSC high CD11c-CD4-CD8-CD19-,Peritoneal Cavity,SRP128986,C57BL/6J,Peritoneal Cavity
SRR10060964,6 weeks old,RNA-Seq,76,928498764,PRJNA429735,SAMN12684857,356547292,Eosinophil,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX6794858,GSM4057903,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T19:22:00Z,1,GSM4057903,CD11b+ SiglecF+ FSC low SSC high CD11c-CD4-CD8-CD19-,Spleen,SRP128986,C57BL/6J,Spleen
SRR10060965,6 weeks old,RNA-Seq,76,1038115388,PRJNA429735,SAMN12684856,399948440,Eosinophil,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX6794859,GSM4057904,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T19:23:00Z,1,GSM4057904,CD11b+ SiglecF+ FSC low SSC high CD11c-CD4-CD8-CD19-,Spleen,SRP128986,C57BL/6J,Spleen
SRR10060966,6 weeks old,RNA-Seq,76,849734036,PRJNA429735,SAMN12684855,331160127,Basophils,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX6794860,GSM4057905,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T19:23:00Z,1,GSM4057905,CD11b+CD49b+FcER1a+CD11c-CD4-CD8-CD19-CD117-,Spleen,SRP128986,C57BL/6J,Spleen
SRR10060967,6 weeks old,RNA-Seq,76,1002987428,PRJNA429735,SAMN12684848,387313458,Basophils,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX6794861,GSM4057906,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T19:25:00Z,1,GSM4057906,CD11b+CD49b+FcER1a+CD11c-CD4-CD8-CD19-CD117-,Spleen,SRP128986,C57BL/6J,Spleen
SRR10060968,6 weeks old,RNA-Seq,76,1049931716,PRJNA429735,SAMN12684854,404813539,Basophils,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX6794862,GSM4057907,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T19:25:00Z,1,GSM4057907,CD11b+CD49b+FcER1a+CD11c-CD4-CD8-CD19-CD117-,Spleen,SRP128986,C57BL/6J,Spleen
SRR10060969,6 weeks old,RNA-Seq,76,1120886608,PRJNA429735,SAMN12684853,433329868,Mast Cells,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX6794863,GSM4057908,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T19:26:00Z,1,GSM4057908,CD45+FcER1a+CD117+CD11b-CD11c-CD4-CD8-CD19-,Heart,SRP128986,C57BL/6J,Heart
SRR10060970,6 weeks old,RNA-Seq,76,938582140,PRJNA429735,SAMN12684852,364145854,Mast Cells,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX6794864,GSM4057909,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T19:26:00Z,1,GSM4057909,CD45+FcER1a+CD117+CD11b-CD11c-CD4-CD8-CD19-,Heart,SRP128986,C57BL/6J,Heart
SRR10060971,6 weeks old,RNA-Seq,76,860816660,PRJNA429735,SAMN12684851,333888369,Mast Cells,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX6794865,GSM4057910,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T19:26:00Z,1,GSM4057910,CD45+FcER1a+CD117+Sca1+CX3CR1+CD11b-CD11c-CD4-CD8-CD19-,Peritoneal Cavity,SRP128986,C57BL/6J,Peritoneal Cavity
SRR10060972,6 weeks old,RNA-Seq,76,774354196,PRJNA429735,SAMN12684850,301185452,Mast Cells,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX6794866,GSM4057911,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T19:26:00Z,1,GSM4057911,CD45+FcER1a+CD117+Sca1+CX3CR1+CD11b-CD11c-CD4-CD8-CD19-,Peritoneal Cavity,SRP128986,C57BL/6J,Peritoneal Cavity
SRR10060973,6 weeks old,RNA-Seq,76,840590704,PRJNA429735,SAMN12684849,326555077,Mast Cells,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX6794867,GSM4057912,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T19:26:00Z,1,GSM4057912,CD45+FcER1a+CD117+Sca1+CX3CR1+CD11b-CD11c-CD4-CD8-CD19-,Peritoneal Cavity,SRP128986,C57BL/6J,Peritoneal Cavity
SRR10060974,6 weeks old,RNA-Seq,76,834629416,PRJNA429735,SAMN12684847,324160167,Mast Cells,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX6794868,GSM4057913,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T19:27:00Z,1,GSM4057913,CD45+FcER1a+CD117+Sca1+CX3CR1-CD11b-CD11c-CD4-CD8-CD19-,Peritoneal Cavity,SRP128986,C57BL/6J,Peritoneal Cavity
SRR10060975,6 weeks old,RNA-Seq,76,762401068,PRJNA429735,SAMN12684846,294280760,Mast Cells,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX6794869,GSM4057914,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T19:28:00Z,1,GSM4057914,CD45+FcER1a+CD117+Sca1+CX3CR1-CD11b-CD11c-CD4-CD8-CD19-,Peritoneal Cavity,SRP128986,C57BL/6J,Peritoneal Cavity
SRR10060976,6 weeks old,RNA-Seq,76,985036608,PRJNA429735,SAMN12684845,381056909,Mast Cells,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX6794870,GSM4057915,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T19:31:00Z,1,GSM4057915,CD45+FcER1a+CD117+Sca1+CX3CR1-CD11b-CD11c-CD4-CD8-CD19-,Peritoneal Cavity,SRP128986,C57BL/6J,Peritoneal Cavity
SRR10060977,6 weeks old,RNA-Seq,76,808516956,PRJNA429735,SAMN12684844,314600634,Mast Cells,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX6794871,GSM4057916,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T19:31:00Z,1,GSM4057916,CD45+FcER1a+CD117+Sca1-CX3CR1+CD11b-CD11c-CD4-CD8-CD19-,Peritoneal Cavity,SRP128986,C57BL/6J,Peritoneal Cavity
SRR10060978,6 weeks old,RNA-Seq,76,778833104,PRJNA429735,SAMN12684843,303621993,Mast Cells,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX6794872,GSM4057917,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-10-24T00:00:00Z,2019-09-03T19:31:00Z,1,GSM4057917,CD45+FcER1a+CD117+Sca1-CX3CR1+CD11b-CD11c-CD4-CD8-CD19-,Peritoneal Cavity,SRP128986,C57BL/6J,Peritoneal Cavity
