Run,AGE,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sorting_markers,source_name,SRA Study,strain,create_date,version
SRR8147191,8 weeks old,RNA-Seq,50,468483500,PRJNA503607,SAMN10366495,187187433,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967687,GSM3455182,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455182,CD45+ CD172a+ CD11c+ MHCII+,Liver,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147192,8 weeks old,RNA-Seq,50,300049950,PRJNA503607,SAMN10366494,124135941,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967688,GSM3455183,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455183,CD45+ CD172a+ CD11c+ MHCII+,Liver,SRP167701,C57BL/6J,2018-11-04T02:17:00Z,1
SRR8147193,8 weeks old,RNA-Seq,50,631707700,PRJNA503607,SAMN10366493,254347259,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967689,GSM3455184,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455184,120g8+ CD11c(int) Ly6C+ MHCII+,Liver,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147194,8 weeks old,RNA-Seq,50,691207200,PRJNA503607,SAMN10366492,277628354,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967690,GSM3455185,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455185,120g8+ CD11c(int) Ly6C+ MHCII+,Liver,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147195,8 weeks old,RNA-Seq,50,506820800,PRJNA503607,SAMN10366491,203338009,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967691,GSM3455186,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455186,120g8+ CD11c(int) Ly6C+ MHCII+,Liver,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147196,8 weeks old,RNA-Seq,50,504732200,PRJNA503607,SAMN10366490,201172609,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967692,GSM3455187,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455187,120g8+ CD11c(int) Ly6C+ MHCII+,Liver,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147197,8 weeks old,RNA-Seq,50,682496400,PRJNA503607,SAMN10366489,276429181,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967693,GSM3455188,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455188,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Liver,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147198,8 weeks old,RNA-Seq,50,544326100,PRJNA503607,SAMN10366488,220307449,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967694,GSM3455189,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455189,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Liver,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147199,8 weeks old,RNA-Seq,50,577817500,PRJNA503607,SAMN10366487,232064116,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967695,GSM3455190,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455190,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Liver,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147200,8 weeks old,RNA-Seq,50,676596400,PRJNA503607,SAMN10366486,270838713,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967696,GSM3455191,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455191,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Liver,SRP167701,C57BL/6J,2018-11-04T02:20:00Z,1
SRR8147201,8 weeks old,RNA-Seq,50,468295500,PRJNA503607,SAMN10366485,194507848,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967697,GSM3455192,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455192,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Liver,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147202,8 weeks old,RNA-Seq,50,558781100,PRJNA503607,SAMN10366484,228367540,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967698,GSM3455193,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455193,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Liver,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147203,8 weeks old,RNA-Seq,50,704290950,PRJNA503607,SAMN10366483,283988824,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967699,GSM3455194,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455194,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Liver,SRP167701,C57BL/6J,2018-11-04T02:21:00Z,1
SRR8147204,8 weeks old,RNA-Seq,50,652587850,PRJNA503607,SAMN10366482,262769204,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967700,GSM3455195,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455195,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Liver,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147205,8 weeks old,RNA-Seq,50,719440200,PRJNA503607,SAMN10366481,288990873,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967701,GSM3455196,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455196,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Liver,SRP167701,C57BL/6J,2018-11-04T02:27:00Z,1
SRR8147206,8 weeks old,RNA-Seq,50,369864600,PRJNA503607,SAMN10366480,154695128,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967702,GSM3455197,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455197,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Liver,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147207,8 weeks old,RNA-Seq,50,738860200,PRJNA503607,SAMN10366479,297426077,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967703,GSM3455198,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455198,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Liver,SRP167701,C57BL/6J,2018-11-04T02:22:00Z,1
SRR8147208,8 weeks old,RNA-Seq,50,469233200,PRJNA503607,SAMN10366478,195628944,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967704,GSM3455199,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455199,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Liver,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147209,8 weeks old,RNA-Seq,50,842269750,PRJNA503607,SAMN10366477,340864089,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967705,GSM3455200,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455200,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Liver,SRP167701,C57BL/6J,2018-11-04T02:22:00Z,1
SRR8147210,8 weeks old,RNA-Seq,50,769408850,PRJNA503607,SAMN10366476,311053667,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967706,GSM3455201,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455201,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Liver,SRP167701,C57BL/6J,2018-11-04T02:21:00Z,1
SRR8147211,8 weeks old,RNA-Seq,50,532039250,PRJNA503607,SAMN10366475,211663583,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967707,GSM3455202,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455202,Ly6Chi CD11b+ CD45+,Liver,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147212,8 weeks old,RNA-Seq,50,404213450,PRJNA503607,SAMN10366474,166559115,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967708,GSM3455203,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455203,Ly6Chi CD11b+ CD45+,Liver,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147213,8 weeks old,RNA-Seq,50,476701200,PRJNA503607,SAMN10366473,191766923,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967709,GSM3455204,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455204,Ly6Chi CD11b+ CD45+,Liver,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147214,8 weeks old,RNA-Seq,50,840253650,PRJNA503607,SAMN10366472,335738671,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967710,GSM3455205,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455205,Ly6Chi CD11b+ CD45+,Liver,SRP167701,C57BL/6J,2018-11-04T02:21:00Z,1
SRR8147215,8 weeks old,RNA-Seq,50,675640150,PRJNA503607,SAMN10366471,271778526,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967711,GSM3455206,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455206,Ly6Chi CD11b+ CD45+,Liver,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147216,8 weeks old,RNA-Seq,50,525674650,PRJNA503607,SAMN10366470,210695978,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967712,GSM3455207,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455207,Ly6Chi CD11b+ CD45+,Liver,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147217,8 weeks old,RNA-Seq,50,495042450,PRJNA503607,SAMN10366469,202180943,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967713,GSM3455208,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455208,Ly6Chi CD11b+ CD45+,Liver,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147218,8 weeks old,RNA-Seq,50,614623450,PRJNA503607,SAMN10366468,247864004,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967714,GSM3455209,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455209,Ly6Chi CD11b+ CD45+,Liver,SRP167701,C57BL/6J,2018-11-04T02:21:00Z,1
SRR8147219,8 weeks old,RNA-Seq,50,337536750,PRJNA503607,SAMN10366467,149141706,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967715,GSM3455210,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455210,Ly6Chi CD11b+ CD45+,Liver,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147220,8 weeks old,RNA-Seq,50,508064900,PRJNA503607,SAMN10366466,204263620,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967716,GSM3455211,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455211,Ly6Chi CD11b+ CD45+,Liver,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147221,8 weeks old,RNA-Seq,50,444523350,PRJNA503607,SAMN10366465,179973007,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967717,GSM3455212,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455212,Ly6Chi CD11b+ CD45+,Liver,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147222,8 weeks old,RNA-Seq,50,718208200,PRJNA503607,SAMN10366464,286212850,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967718,GSM3455213,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455213,Ly6Chi CD11b+ CD45+,Liver,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147223,8 weeks old,RNA-Seq,50,554154300,PRJNA503607,SAMN10366463,223311002,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967719,GSM3455214,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455214,Ly6Cint CD11b+ CD11cint CD45+,Liver,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147224,8 weeks old,RNA-Seq,50,301701750,PRJNA503607,SAMN10366462,126232262,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967720,GSM3455215,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455215,Ly6Cint CD11b+ CD11cint CD45+,Liver,SRP167701,C57BL/6J,2018-11-04T02:17:00Z,1
SRR8147225,8 weeks old,RNA-Seq,50,742568700,PRJNA503607,SAMN10366461,300241986,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967721,GSM3455216,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455216,Ly6Cint CD11b+ CD11cint CD45+,Liver,SRP167701,C57BL/6J,2018-11-04T02:20:00Z,1
SRR8147226,8 weeks old,RNA-Seq,50,696041600,PRJNA503607,SAMN10366460,281372764,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967722,GSM3455217,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455217,Ly6Cint CD11b+ CD11cint CD45+,Liver,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147227,10 weeks old,RNA-Seq,50,871039150,PRJNA503607,SAMN10366459,367282352,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967723,GSM3455218,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455218,F4/80+ CD11c+ Siglec F+,Lung,SRP167701,C57BL/6J,2018-11-04T02:22:00Z,1
SRR8147228,10 weeks old,RNA-Seq,50,885468150,PRJNA503607,SAMN10366458,371830289,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967724,GSM3455219,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455219,F4/80+ CD11c+ Siglec F+,Lung,SRP167701,C57BL/6J,2018-11-04T02:21:00Z,1
SRR8147229,10 weeks old,RNA-Seq,50,878699300,PRJNA503607,SAMN10366457,368514539,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967725,GSM3455220,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455220,F4/80+ CD11c+ Siglec F+,Lung,SRP167701,C57BL/6J,2018-11-04T02:25:00Z,1
SRR8147230,10 weeks old,RNA-Seq,50,691973600,PRJNA503607,SAMN10366456,288957436,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967726,GSM3455221,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455221,F4/80+ CD11c+ Siglec F+,Lung,SRP167701,C57BL/6J,2018-11-04T02:21:00Z,1
SRR8147231,10 weeks old,RNA-Seq,50,567430350,PRJNA503607,SAMN10366455,239630836,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967727,GSM3455222,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455222,CD11b+ CD64+ Ly6C- CD206+ MHCII-,Lung,SRP167701,C57BL/6J,2018-11-04T02:21:00Z,1
SRR8147232,10 weeks old,RNA-Seq,50,522528750,PRJNA503607,SAMN10366454,218286226,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967728,GSM3455223,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455223,CD11b+ CD64+ Ly6C- CD206+ MHCII-,Lung,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147233,10 weeks old,RNA-Seq,50,719007650,PRJNA503607,SAMN10366453,299581582,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967729,GSM3455224,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455224,CD11b+ CD64+ Ly6C- CD206+ MHCII-,Lung,SRP167701,C57BL/6J,2018-11-04T02:20:00Z,1
SRR8147234,10 weeks old,RNA-Seq,50,387461250,PRJNA503607,SAMN10366452,165614250,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967730,GSM3455225,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455225,CD11b+ CD64+ Ly6C- CD206+ MHCII-,Lung,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147235,10 weeks old,RNA-Seq,50,901426750,PRJNA503607,SAMN10366451,378627240,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967731,GSM3455226,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455226,CD11b+ CD64+ Ly6C- CD206+ MHCII-,Lung,SRP167701,C57BL/6J,2018-11-04T02:20:00Z,1
SRR8147236,10 weeks old,RNA-Seq,50,672298550,PRJNA503607,SAMN10366450,282208929,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967732,GSM3455227,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455227,CD11b+ CD64+ Ly6C- CD206+ MHCII-,Lung,SRP167701,C57BL/6J,2018-11-04T02:21:00Z,1
SRR8147237,10 weeks old,RNA-Seq,50,273048050,PRJNA503607,SAMN10366449,122372540,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967733,GSM3455228,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455228,CD11b+ CD64+ Ly6C- CD206+ MHCII+,Lung,SRP167701,C57BL/6J,2018-11-04T02:17:00Z,1
SRR8147238,10 weeks old,RNA-Seq,50,586816200,PRJNA503607,SAMN10366385,245701780,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967734,GSM3455229,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455229,CD11b+ CD64+ Ly6C- CD206+ MHCII+,Lung,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147239,10 weeks old,RNA-Seq,50,535232800,PRJNA503607,SAMN10366384,224305398,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967735,GSM3455230,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455230,CD11b+ CD64+ Ly6C- CD206+ MHCII+,Lung,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147240,10 weeks old,RNA-Seq,50,746592750,PRJNA503607,SAMN10366382,310397457,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967736,GSM3455231,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455231,CD11b+ CD64+ Ly6C- CD206+ MHCII+,Lung,SRP167701,C57BL/6J,2018-11-04T02:21:00Z,1
SRR8147241,10 weeks old,RNA-Seq,50,622640650,PRJNA503607,SAMN10366448,261683781,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967737,GSM3455232,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455232,CD11b+ CD64+ Ly6C- CD206- MHCII+,Lung,SRP167701,C57BL/6J,2018-11-04T02:21:00Z,1
SRR8147242,10 weeks old,RNA-Seq,50,670418200,PRJNA503607,SAMN10366447,280163021,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967738,GSM3455233,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455233,CD11b+ CD64+ Ly6C- CD206- MHCII+,Lung,SRP167701,C57BL/6J,2018-11-04T02:20:00Z,1
SRR8147243,10 weeks old,RNA-Seq,50,798159250,PRJNA503607,SAMN10366446,333506426,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967739,GSM3455234,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455234,CD11b+ CD64+ Ly6C- CD206- MHCII+,Lung,SRP167701,C57BL/6J,2018-11-04T02:21:00Z,1
SRR8147244,10 weeks old,RNA-Seq,50,707462100,PRJNA503607,SAMN10366381,294627286,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967740,GSM3455235,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455235,CD11b+ CD64+ Ly6C- CD206- MHCII+,Lung,SRP167701,C57BL/6J,2018-11-04T02:20:00Z,1
